_id,jobId,transcriptId,intentAnalysisOutput,addedOn,main_intent,intent_detail,intent_solution
68d535c897faae75d3edda5e,CXJ-005D,HB_20250730190843679349485694VOICEa262bb693e36414780d5a6207003b90a,"{'main_intent': 'document upload', 'intent_detail': 'Document upload refers to submitting required documents for verification or processing.', 'intent_solution': 'Advised to upload EOB document.'}",1758803400,document upload,Document upload refers to submitting required documents for verification or processing.,Advised to upload EOB document.
68d535c897faae75d3edda5f,CXJ-005D,HB_20250730191030679349489253VOICE46cf3eb07ad14ab0bd5016b0c7aab4a0,"{'main_intent': 'document review', 'intent_detail': 'Document review refers to the examination of submitted documents for accuracy and completeness.', 'intent_solution': 'Resubmitted documents to claims department for review.'}",1758803400,document review,Document review refers to the examination of submitted documents for accuracy and completeness.,Resubmitted documents to claims department for review.
68d535c997faae75d3edda60,CXJ-005D,HB_20250730191419679349493293VOICE4e9a348e9582414fa4474f595ea7c175,"{'main_intent': 'card activation', 'intent_detail': 'Card activation refers to the process of enabling a card for use.', 'intent_solution': 'Confirmed card is activated.'}",1758803401,card activation,Card activation refers to the process of enabling a card for use.,Confirmed card is activated.
68d535ca97faae75d3edda61,CXJ-005D,HB_20250730191521679349496113VOICEed13019a5378474393cc1ec673cac8c6,"{'main_intent': 'card issue', 'intent_detail': 'card issue refers to problems with the functionality or activation of a debit card.', 'intent_solution': 'reinstated and activated card'}",1758803402,card issue,card issue refers to problems with the functionality or activation of a debit card.,reinstated and activated card
68d535cb97faae75d3edda62,CXJ-005D,HB_20250730191748679349502222VOICE9ded7dcd683b4125be84894ba0524c5f,"{'main_intent': 'unlock card', 'intent_detail': 'Unlock card refers to the process of reactivating a locked card.', 'intent_solution': 'Transferred to specialized department.'}",1758803403,unlock card,Unlock card refers to the process of reactivating a locked card.,Transferred to specialized department.
68d535cb97faae75d3edda63,CXJ-005D,HB_20250730191852679349499158VOICEa3a1c13539d44c2798ea9934978db482,"{'main_intent': 'check balance', 'intent_detail': 'Check balance refers to verifying the current amount available in an account.', 'intent_solution': 'Provided the current balance.'}",1758803403,check balance,Check balance refers to verifying the current amount available in an account.,Provided the current balance.
68d535cc97faae75d3edda64,CXJ-005D,HB_20250730192427679349508958VOICE9e90f5ac901141d19d46e8d65c3c55ad,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to damage or loss.', 'intent_solution': 'Transferred to dedicated team for assistance.'}",1758803404,card replacement,Card replacement refers to issuing a new card due to damage or loss.,Transferred to dedicated team for assistance.
68d535cd97faae75d3edda65,CXJ-005D,HB_20250730192521679349509249VOICE175ddef091dd4e8c827fb4df00ead745,"{'main_intent': 'fund liquidation', 'intent_detail': 'Fund liquidation refers to converting investments into cash.', 'intent_solution': 'Created a case for balance discrepancy.'}",1758803405,fund liquidation,Fund liquidation refers to converting investments into cash.,Created a case for balance discrepancy.
68d535ce97faae75d3edda66,CXJ-005D,HB_20250730192921679349512712VOICE35df70a8bab34ece8129ab0ffa92846f,"{'main_intent': 'account balance', 'intent_detail': 'Account balance refers to the amount of money available in a financial account.', 'intent_solution': 'Provided the current balance information.'}",1758803406,account balance,Account balance refers to the amount of money available in a financial account.,Provided the current balance information.
68d535ce97faae75d3edda67,CXJ-005D,HB_20250730193506679349524706VOICEf4c4d9643cf042c6b15e0c7502465591,"{'main_intent': 'account setup', 'intent_detail': 'Account setup refers to the process of creating a new account.', 'intent_solution': 'Provided email for document submission.'}",1758803406,account setup,Account setup refers to the process of creating a new account.,Provided email for document submission.
68d535cf97faae75d3edda68,CXJ-005D,HB_20250730194457679349539613VOICE2b541e5727dc4e8c8b769ca3cef22744,"{'main_intent': 'card suspension', 'intent_detail': 'Card suspension refers to the temporary deactivation of a card.', 'intent_solution': 'Transferred to dedicated team for further assistance.'}",1758803407,card suspension,Card suspension refers to the temporary deactivation of a card.,Transferred to dedicated team for further assistance.
68d535d097faae75d3edda69,CXJ-005D,HB_20250730194503679349536974VOICE246f77b84e16437582f413447b5cb133,"{'main_intent': 'coverage confirmation', 'intent_detail': 'Coverage confirmation refers to verifying the status of insurance coverage.', 'intent_solution': 'Agent confirmed coverage status and updated eligibility.'}",1758803408,coverage confirmation,Coverage confirmation refers to verifying the status of insurance coverage.,Agent confirmed coverage status and updated eligibility.
68d535d297faae75d3edda6a,CXJ-005D,HB_20250730194925679349542962VOICE655c5a6138f3499c82b7c546b06aec63,"{'main_intent': 'coverage confirmation', 'intent_detail': 'Coverage confirmation refers to verifying the status of insurance coverage.', 'intent_solution': 'Transferred to Cobra department for assistance.'}",1758803410,coverage confirmation,Coverage confirmation refers to verifying the status of insurance coverage.,Transferred to Cobra department for assistance.
68d535d297faae75d3edda6b,CXJ-005D,HB_20250730200603679349566320VOICEc0e2afbe459e424ca97bc64e22693571,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to damage or loss.', 'intent_solution': 'Ordered a new card.'}",1758803410,card replacement,Card replacement refers to issuing a new card due to damage or loss.,Ordered a new card.
68d535d397faae75d3edda6c,CXJ-005D,HB_20250730201025679349568972VOICEfe4e634acba94394aa8f4a6b32dc0c89,"{'main_intent': 'card reissue', 'intent_detail': 'Card reissue refers to the process of issuing a new card.', 'intent_solution': 'Requested two new cards.'}",1758803411,card reissue,Card reissue refers to the process of issuing a new card.,Requested two new cards.
68d535d497faae75d3edda6d,CXJ-005D,HB_20250730202546679349585063VOICEf687ae5c7bac44308db545f0392662b4,"{'main_intent': 'funds transfer', 'intent_detail': 'Funds transfer refers to moving money from one account to another.', 'intent_solution': 'Confirmed receipt and processing timeline.'}",1758803412,funds transfer,Funds transfer refers to moving money from one account to another.,Confirmed receipt and processing timeline.
68d535d597faae75d3edda6e,CXJ-005D,HB_20250730203558679349597912VOICEb906e128584c43b8b8987d89e26efe64,"{'main_intent': 'coverage confirmation', 'intent_detail': 'Coverage confirmation refers to verifying if a specific expense is covered.', 'intent_solution': 'Confirmed prescription glasses are eligible.'}",1758803413,coverage confirmation,Coverage confirmation refers to verifying if a specific expense is covered.,Confirmed prescription glasses are eligible.
68d535d697faae75d3edda6f,CXJ-005D,HB_20250730203653679349598855VOICE2846fc14df3c44a492153ff385847468,"{'main_intent': 'card issue', 'intent_detail': 'Card issue refers to problems with using a financial card.', 'intent_solution': 'Agent confirmed card deactivation.'}",1758803414,card issue,Card issue refers to problems with using a financial card.,Agent confirmed card deactivation.
68d535d797faae75d3edda70,CXJ-005D,HB_20250730204334679349600988VOICE4e58463e3686472c8036e3a8346e0ad8,"{'main_intent': 'payment inquiry', 'intent_detail': 'Payment inquiry refers to a request for information about recent payments made.', 'intent_solution': 'Provided payment details and refund process information.'}",1758803415,payment inquiry,Payment inquiry refers to a request for information about recent payments made.,Provided payment details and refund process information.
68d535d797faae75d3edda71,CXJ-005D,HB_20250730204414679349608699VOICEfa3be06af2ff459b8a804476714c17be,"{'main_intent': 'payment setup', 'intent_detail': 'Setting up an online payment account for insurance coverage.', 'intent_solution': 'Create new profile for payment.'}",1758803415,payment setup,Setting up an online payment account for insurance coverage.,Create new profile for payment.
68d535d897faae75d3edda72,CXJ-005D,HB_20250730204630679349610345VOICE45744c72230247d887c37a0bf86cbbd4,"{'main_intent': 'funds inquiry', 'intent_detail': 'Funds inquiry refers to checking the status or balance of an account.', 'intent_solution': 'Provided contact number for dedicated department.'}",1758803416,funds inquiry,Funds inquiry refers to checking the status or balance of an account.,Provided contact number for dedicated department.
68d535d997faae75d3edda73,CXJ-005D,HB_20250730204802679349611919VOICEf4bc8a4268c74af3a120600154d1ed52,"{'main_intent': 'reimbursement request', 'intent_detail': 'Reimbursement request refers to asking for repayment of expenses incurred.', 'intent_solution': 'Transferred to dedicated team.'}",1758803417,reimbursement request,Reimbursement request refers to asking for repayment of expenses incurred.,Transferred to dedicated team.
68d535da97faae75d3edda74,CXJ-005D,HB_20250730205846679349625575VOICE1a0b47de4dab430d82c112ffee4b74e7,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to loss or damage.', 'intent_solution': 'Ordered a new card.'}",1758803418,card replacement,Card replacement refers to issuing a new card due to loss or damage.,Ordered a new card.
68d535da97faae75d3edda75,CXJ-005D,HB_20250730210144679349596285VOICEb39830723c7147898dcd4dd3f109c56c,"{'main_intent': 'account inquiry', 'intent_detail': ""Account inquiry refers to a request for information about an account's status or transactions."", 'intent_solution': 'Checked account details and plan changes.'}",1758803418,account inquiry,Account inquiry refers to a request for information about an account's status or transactions.,Checked account details and plan changes.
68d535dc97faae75d3edda76,CXJ-005D,HB_20250730211419679349640348VOICEc4f5ae90460c48e3b5608b0d736343ec,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to the process of requesting a new or replacement card.', 'intent_solution': 'Provided contact for further assistance.'}",1758803420,card request,Card request refers to the process of requesting a new or replacement card.,Provided contact for further assistance.
68d535dc97faae75d3edda77,CXJ-005D,HB_20250730212151679349628999VOICEaf9b531d93294da1baa9381b77609373,"{'main_intent': 'fraud investigation', 'intent_detail': 'Fraud investigation involves examining unauthorized or suspicious transactions on an account.', 'intent_solution': 'Transferred to fraud department'}",1758803420,fraud investigation,Fraud investigation involves examining unauthorized or suspicious transactions on an account.,Transferred to fraud department
68d535dd97faae75d3edda78,CXJ-005D,HB_20250730212350679349649537VOICEf4407ce86f6c4a4b9df82637bde2ee20,"{'main_intent': 'account inquiry', 'intent_detail': 'Account inquiry refers to a request for information about an account.', 'intent_solution': 'Confirmed no account exists.'}",1758803421,account inquiry,Account inquiry refers to a request for information about an account.,Confirmed no account exists.
68d535de97faae75d3edda79,CXJ-005D,HB_20250730212511679349640348VOICE41f9a5a086a846e7aa51db9c1558cbaa,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to the process of requesting a new or replacement card.', 'intent_solution': 'submitted request for replacement card'}",1758803422,card request,Card request refers to the process of requesting a new or replacement card.,submitted request for replacement card
68d535df97faae75d3edda7a,CXJ-005D,HB_20250730213013679349657557VOICE7e7fd5a1c0684befa8cf4d3d7088bf4f,"{'main_intent': 'check balance', 'intent_detail': 'Check balance refers to verifying the current amount in an account.', 'intent_solution': 'Provided current balance information.'}",1758803423,check balance,Check balance refers to verifying the current amount in an account.,Provided current balance information.
68d535e097faae75d3edda7b,CXJ-005D,HB_20250730214806679349675198VOICE774c3e26c1704aeb952957eb15673940,"{'main_intent': 'add card', 'intent_detail': 'Add card refers to the process of linking a card to a digital wallet or payment system.', 'intent_solution': 'Sent request to add card.'}",1758803424,add card,Add card refers to the process of linking a card to a digital wallet or payment system.,Sent request to add card.
68d535e197faae75d3edda7c,CXJ-005D,HB_20250730221006679349697410VOICE68fe899c665744a7bebcbf7d0e6469cd,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to loss or damage.', 'intent_solution': 'Ordered a new card.'}",1758803425,card replacement,Card replacement refers to issuing a new card due to loss or damage.,Ordered a new card.
68d535e197faae75d3edda7d,CXJ-005D,HB_20250730221139679349697583VOICE63a4d1a268af45838d27ba047d0859c8,"{'main_intent': 'purchase eligibility', 'intent_detail': 'Determining if a purchase is eligible under account rules.', 'intent_solution': 'Check eligibility with medical necessity letter.'}",1758803425,purchase eligibility,Determining if a purchase is eligible under account rules.,Check eligibility with medical necessity letter.
68d535e297faae75d3edda7e,CXJ-005D,HB_20250730221704679349706014VOICEab1f78b33f844010bd1ed00741b69600,"{'main_intent': 'card activation', 'intent_detail': 'Card activation refers to enabling a card for use.', 'intent_solution': 'Confirmed card activation and usage details.'}",1758803426,card activation,Card activation refers to enabling a card for use.,Confirmed card activation and usage details.
68d535e397faae75d3edda7f,CXJ-005D,HB_20250730221758679349704774VOICE735a432811ea492abe800759b82dde93,"{'main_intent': 'card issue', 'intent_detail': 'card issue refers to problems with using a debit or credit card.', 'intent_solution': 'verified transactions and unlocked card'}",1758803427,card issue,card issue refers to problems with using a debit or credit card.,verified transactions and unlocked card
68d535e497faae75d3edda80,CXJ-005D,HB_20250730222244679349695946VOICEac3f87aa396d4b39bfe63ee52a3da005,"{'main_intent': 'report fraud', 'intent_detail': 'Report fraud refers to notifying the bank about unauthorized transactions.', 'intent_solution': 'Ordered new debit cards.'}",1758803428,report fraud,Report fraud refers to notifying the bank about unauthorized transactions.,Ordered new debit cards.
68d535e597faae75d3edda81,CXJ-005D,HB_20250730223033679349713164VOICE617d140449da4f2cb3ab685f5baaa8f6,"{'main_intent': 'document review', 'intent_detail': 'Document review refers to the examination of submitted documents for verification or approval.', 'intent_solution': 'submitted document for review'}",1758803429,document review,Document review refers to the examination of submitted documents for verification or approval.,submitted document for review
68d535e597faae75d3edda82,CXJ-005D,HB_20250730223202679349717355VOICEfa4b7c369d484b148e0db3e8ced9cf20,"{'main_intent': 'account number request', 'intent_detail': 'Requesting the account number for fund transfer purposes.', 'intent_solution': 'Use Social Security number as account number.'}",1758803429,account number request,Requesting the account number for fund transfer purposes.,Use Social Security number as account number.
68d535e697faae75d3edda83,CXJ-005D,HB_20250730223834679349723324VOICE85e43c30af094147ac592416097ca0c1,"{'main_intent': 'account access', 'intent_detail': 'Account access refers to the ability to log into and view details of an account online.', 'intent_solution': 'Helped reset password and update email.'}",1758803430,account access,Account access refers to the ability to log into and view details of an account online.,Helped reset password and update email.
68d535e797faae75d3edda84,CXJ-005D,HB_20250730224326679349726778VOICE38879ca074444e5289bb70f44bec12df,"{'main_intent': 'disability payment', 'intent_detail': 'Disability payment refers to financial support provided during short-term or long-term disability.', 'intent_solution': 'Agent verified account details and address.'}",1758803431,disability payment,Disability payment refers to financial support provided during short-term or long-term disability.,Agent verified account details and address.
68d535e897faae75d3edda85,CXJ-005D,HB_20250730225440679349736489VOICE9880b78252d64e0a943549646379bcfe,"{'main_intent': 'document request', 'intent_detail': 'Document request refers to asking for specific paperwork or records.', 'intent_solution': 'Requested itemized bill or EOB.'}",1758803432,document request,Document request refers to asking for specific paperwork or records.,Requested itemized bill or EOB.
68d535e897faae75d3edda86,CXJ-005D,HB_20250730230127679349741028VOICE73440540f948490da95286ae5f328260,"{'main_intent': 'document upload', 'intent_detail': 'Document upload refers to submitting required documents online for verification.', 'intent_solution': 'Guided customer to upload documents correctly.'}",1758803432,document upload,Document upload refers to submitting required documents online for verification.,Guided customer to upload documents correctly.
68d535e997faae75d3edda87,CXJ-005D,HB_20250730230744679349746232VOICE0d7805def73e49a2b96a1d8fc8579f41,"{'main_intent': 'leave without pay', 'intent_detail': 'Leave without pay refers to a period when an employee is not receiving salary due to absence from work.', 'intent_solution': 'Account pauses until employee returns to work.'}",1758803433,leave without pay,Leave without pay refers to a period when an employee is not receiving salary due to absence from work.,Account pauses until employee returns to work.
68d535ea97faae75d3edda88,CXJ-005D,HB_20250730230900679349746351VOICEa71b239ef657400c8a3699de3033486e,"{'main_intent': 'card activation', 'intent_detail': 'Card activation refers to enabling a card for transactions.', 'intent_solution': 'Activated the card for transactions.'}",1758803434,card activation,Card activation refers to enabling a card for transactions.,Activated the card for transactions.
68d535eb97faae75d3edda89,CXJ-005D,HB_20250730232922679349758002VOICE6908adb0d20f450885f6a86db68a54ce,"{'main_intent': 'recover pin number', 'intent_detail': 'Recover pin number refers to retrieving the personal identification number for a card.', 'intent_solution': 'Informed card cannot be used.'}",1758803435,recover pin number,Recover pin number refers to retrieving the personal identification number for a card.,Informed card cannot be used.
68d535ec97faae75d3edda8a,CXJ-005D,HB_20250731120301679349821161VOICE5f8ec7ee675841ba864fe205535566a0,"{'main_intent': 'check inquiry', 'intent_detail': 'Check inquiry refers to the process of verifying the status of a check.', 'intent_solution': 'Follow up with backend team.'}",1758803436,check inquiry,Check inquiry refers to the process of verifying the status of a check.,Follow up with backend team.
68d535ed97faae75d3edda8b,CXJ-005D,HB_20250731121253679349824064VOICEb42c064593434a898cbb518529dab6f6,"{'main_intent': 'transfer HSA balance', 'intent_detail': 'Transfer HSA balance refers to moving funds from one HSA provider to another.', 'intent_solution': 'Get trustee to trustee form.'}",1758803437,transfer HSA balance,Transfer HSA balance refers to moving funds from one HSA provider to another.,Get trustee to trustee form.
68d535ed97faae75d3edda8c,CXJ-005D,HB_20250731124447679349830241VOICE0d52b6fe1d74484da275d4f4f27a6b5b,"{'main_intent': 'claim status', 'intent_detail': 'Claim status refers to the current processing state of an insurance claim.', 'intent_solution': 'Checked claim status and provided details.'}",1758803437,claim status,Claim status refers to the current processing state of an insurance claim.,Checked claim status and provided details.
68d535ef97faae75d3edda8d,CXJ-005D,HB_20250731125807679349835960VOICE710ace9706e5431ebeb1f4c9018be465,"{'main_intent': 'unlock account', 'intent_detail': 'Unlock account refers to restoring access to a suspended account.', 'intent_solution': 'Pay outstanding balance online.'}",1758803439,unlock account,Unlock account refers to restoring access to a suspended account.,Pay outstanding balance online.
68d535f097faae75d3edda8e,CXJ-005D,HB_20250731131232679349846573VOICE0bfbd556965b46438bba8e926a753f50,"{'main_intent': 'document upload', 'intent_detail': 'Document upload refers to submitting required documents for verification or processing.', 'intent_solution': 'Submit receipt or explanation of benefits.'}",1758803440,document upload,Document upload refers to submitting required documents for verification or processing.,Submit receipt or explanation of benefits.
68d535f097faae75d3edda8f,CXJ-005D,HB_20250731131638679349847896VOICE6a68887020bd474797ae17a7ba566daf,"{'main_intent': 'claim denial', 'intent_detail': 'Claim denial refers to the rejection of a submitted insurance claim.', 'intent_solution': 'Customer advised to upload updated document.'}",1758803440,claim denial,Claim denial refers to the rejection of a submitted insurance claim.,Customer advised to upload updated document.
68d535f197faae75d3edda90,CXJ-005D,HB_20250731131719679349844875VOICE7384806a201846e6ae64ff13247d0d54,"{'main_intent': 'card reissue', 'intent_detail': 'Card reissue refers to the process of issuing a new card to replace a lost, stolen, or compromised card.', 'intent_solution': 'Ordered a new card'}",1758803441,card reissue,"Card reissue refers to the process of issuing a new card to replace a lost, stolen, or compromised card.",Ordered a new card
68d535f297faae75d3edda91,CXJ-005D,HB_20250731132857679349857063VOICEa97cd85e51b1424ebe29e4ff2771c075,"{'main_intent': 'coverage continuation', 'intent_detail': 'Coverage continuation refers to maintaining health insurance coverage after employment ends.', 'intent_solution': 'Explained COBRA enrollment and retroactive coverage.'}",1758803442,coverage continuation,Coverage continuation refers to maintaining health insurance coverage after employment ends.,Explained COBRA enrollment and retroactive coverage.
68d535f397faae75d3edda92,CXJ-005D,HB_20250731134219679349866596VOICEab8158172c5a4be7b16c5d593aec36dd,"{'main_intent': 'FSA enrollment', 'intent_detail': 'FSA enrollment refers to signing up for a Flexible Spending Account.', 'intent_solution': 'Explained enrollment process and life event changes.'}",1758803443,FSA enrollment,FSA enrollment refers to signing up for a Flexible Spending Account.,Explained enrollment process and life event changes.
68d535f497faae75d3edda93,CXJ-005D,HB_20250731134724679349870347VOICEfb9bd4f489e8472c9af538eaf5b41b55,"{'main_intent': 'activate card', 'intent_detail': 'activate card refers to enabling a debit card for use.', 'intent_solution': 'agent checked account details'}",1758803444,activate card,activate card refers to enabling a debit card for use.,agent checked account details
68d535f497faae75d3edda94,CXJ-005D,HB_20250731134841679349871637VOICEefd0db4fc3584151b1062f655327f74b,"{'main_intent': 'check inquiry', 'intent_detail': 'Check inquiry refers to a request for information about a specific check transaction.', 'intent_solution': 'Requested proof of payment.'}",1758803444,check inquiry,Check inquiry refers to a request for information about a specific check transaction.,Requested proof of payment.
68d535f597faae75d3edda95,CXJ-005D,HB_20250731134846679349865862VOICE11f48bac2d854dcebd759e7012d67814,"{'main_intent': 'card issue', 'intent_detail': 'card issue refers to problems encountered while using a payment card.', 'intent_solution': 'confirmed card status and fraud alert.'}",1758803445,card issue,card issue refers to problems encountered while using a payment card.,confirmed card status and fraud alert.
68d535f697faae75d3edda96,CXJ-005D,HB_20250731135750679349869228VOICEac8fb127f3f0437e8b62e72c7bf1a6da,"{'main_intent': 'transaction inquiry', 'intent_detail': 'Transaction inquiry refers to the process of investigating specific account transactions.', 'intent_solution': 'Explained ten business days for credit.'}",1758803446,transaction inquiry,Transaction inquiry refers to the process of investigating specific account transactions.,Explained ten business days for credit.
68d535f997faae75d3edda97,CXJ-005D,HB_20250731140331679349886501VOICE7f6450d2a08045acaca7c22bb02a6bed,"{'main_intent': 'claim status', 'intent_detail': 'Claim status refers to the current processing stage of an insurance claim.', 'intent_solution': 'explained processing time and expected deposit date'}",1758803449,claim status,Claim status refers to the current processing stage of an insurance claim.,explained processing time and expected deposit date
68d535fb97faae75d3edda98,CXJ-005D,HB_20250731140946679349892992VOICEd5f9f7a58c7442a8ae13866756989bf3,"{'main_intent': 'card status', 'intent_detail': 'Card status refers to the current state or condition of a card.', 'intent_solution': 'Confirmed card was shipped.'}",1758803451,card status,Card status refers to the current state or condition of a card.,Confirmed card was shipped.
68d535fc97faae75d3edda99,CXJ-005D,HB_20250731141148679349894583VOICE5bbcc3426012496e9f2df514ccd76444,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to loss or damage.', 'intent_solution': 'Requested replacement card for customer.'}",1758803452,card replacement,Card replacement refers to issuing a new card due to loss or damage.,Requested replacement card for customer.
68d535fd97faae75d3edda9a,CXJ-005D,HB_20250731142014679349902280VOICE1ff142b29e8544919ad61d5040873aca,"{'main_intent': 'document upload', 'intent_detail': 'Document upload refers to the process of submitting required documents online.', 'intent_solution': 'Guided customer to upload documents.'}",1758803453,document upload,Document upload refers to the process of submitting required documents online.,Guided customer to upload documents.
68d535fe97faae75d3edda9b,CXJ-005D,HB_20250731142347679349907851VOICE7fc59b91bd66490d8e1da5073f14f64e,"{'main_intent': 'card suspension', 'intent_detail': 'Card suspension refers to the temporary deactivation of a card due to issues such as unpaid balances or suspicious activity.', 'intent_solution': 'Submit itemized bill to reactivate card.'}",1758803454,card suspension,Card suspension refers to the temporary deactivation of a card due to issues such as unpaid balances or suspicious activity.,Submit itemized bill to reactivate card.
68d535ff97faae75d3edda9c,CXJ-005D,HB_20250731142643679349909310VOICEea7d022d6d664e219b3efa30d5045813,"{'main_intent': 'receipt inquiry', 'intent_detail': 'Receipt inquiry refers to questions about required documentation for purchases.', 'intent_solution': 'Explained required documentation for dental and other services.'}",1758803455,receipt inquiry,Receipt inquiry refers to questions about required documentation for purchases.,Explained required documentation for dental and other services.
68d535ff97faae75d3edda9d,CXJ-005D,HB_20250731142738679349904607VOICEf446ba07c2db41a19c04e17834463488,"{'main_intent': 'account suspension', 'intent_detail': 'Account suspension refers to the temporary deactivation of an account.', 'intent_solution': 'Submit required documentation to reactivate account.'}",1758803455,account suspension,Account suspension refers to the temporary deactivation of an account.,Submit required documentation to reactivate account.
68d5360097faae75d3edda9e,CXJ-005D,HB_20250731142956679349912681VOICE413cf93b94734789b0744b1d2500cfc2,"{'main_intent': 'fraud alert', 'intent_detail': 'Fraud alert refers to a notification about suspicious activity on an account.', 'intent_solution': 'verified transaction and unfreeze card'}",1758803456,fraud alert,Fraud alert refers to a notification about suspicious activity on an account.,verified transaction and unfreeze card
68d5360197faae75d3edda9f,CXJ-005D,HB_20250731143559679349918693VOICEed122568635541d69702816ef2545cae,"{'main_intent': 'commuter benefits', 'intent_detail': 'Commuter benefits refer to employer-provided transportation benefits for employees.', 'intent_solution': 'Transferred call to dedicated department.'}",1758803457,commuter benefits,Commuter benefits refer to employer-provided transportation benefits for employees.,Transferred call to dedicated department.
68d5360297faae75d3eddaa0,CXJ-005D,HB_20250731144112679349923247VOICE7c266c7ead65463c85e107efd8d08d02,"{'main_intent': 'card status', 'intent_detail': 'Card status refers to the current state or delivery status of a card.', 'intent_solution': 'Transferred to correct department.'}",1758803458,card status,Card status refers to the current state or delivery status of a card.,Transferred to correct department.
68d5360297faae75d3eddaa1,CXJ-005D,HB_20250731144433679349930273VOICEe2a0e7099c79407d82e7b5824d7f7122,"{'main_intent': 'card decline', 'intent_detail': 'Card decline refers to the rejection of a card transaction.', 'intent_solution': 'Advised customer on reimbursement process.'}",1758803458,card decline,Card decline refers to the rejection of a card transaction.,Advised customer on reimbursement process.
68d5360397faae75d3eddaa2,CXJ-005D,HB_20250731145000679349928527VOICEd05285fb9ccc4e5fa2f3ad89cae0fcce,"{'main_intent': 'report fraud', 'intent_detail': 'report fraud refers to notifying the bank about unauthorized transactions.', 'intent_solution': 'notified fraud department and ordered new card'}",1758803459,report fraud,report fraud refers to notifying the bank about unauthorized transactions.,notified fraud department and ordered new card
68d5360497faae75d3eddaa3,CXJ-005D,HB_20250731145402679349938848VOICE19072b77431843a7a53b64e1e9750d9a,"{'main_intent': 'activate card', 'intent_detail': 'activate card refers to enabling a debit or credit card for use.', 'intent_solution': 'contacted debit card team for activation'}",1758803460,activate card,activate card refers to enabling a debit or credit card for use.,contacted debit card team for activation
68d5360697faae75d3eddaa4,CXJ-005D,HB_20250731145432679349938171VOICEb54a1e73bf3a463aa3f4baf87ead4a1b,"{'main_intent': 'funds inquiry', 'intent_detail': 'funds inquiry refers to asking about the availability and usage of funds.', 'intent_solution': 'explained fund usage and reimbursement process'}",1758803462,funds inquiry,funds inquiry refers to asking about the availability and usage of funds.,explained fund usage and reimbursement process
68d5360697faae75d3eddaa5,CXJ-005D,HB_20250731145548679349943119VOICE53ab3d51ed3041d4b96082503b85455e,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card to a customer.', 'intent_solution': 'Agent ordered a new card.'}",1758803462,card replacement,Card replacement refers to issuing a new card to a customer.,Agent ordered a new card.
68d5360797faae75d3eddaa6,CXJ-005D,HB_20250731150013679349945607VOICEdeda90ca3c8c4f93993ad00b51eaf1d2,"{'main_intent': 'pin inquiry', 'intent_detail': 'Pin inquiry refers to asking about the necessity of a pin for card transactions.', 'intent_solution': 'Pin is last four digits of card.'}",1758803463,pin inquiry,Pin inquiry refers to asking about the necessity of a pin for card transactions.,Pin is last four digits of card.
68d5360897faae75d3eddaa7,CXJ-005D,HB_20250731150056679349945981VOICE173e2e0fa13d49fa8af0db7254370649,"{'main_intent': 'coverage continuation', 'intent_detail': 'Coverage continuation refers to maintaining health insurance after employment ends.', 'intent_solution': 'Advised to contact employer for correct file.'}",1758803464,coverage continuation,Coverage continuation refers to maintaining health insurance after employment ends.,Advised to contact employer for correct file.
68d5360997faae75d3eddaa8,CXJ-005D,HB_20250731150158679349945667VOICEf0f83c2df14d43169a22ba482ff28cf3,"{'main_intent': 'card usage', 'intent_detail': 'Card usage refers to the ability to use a card for transactions.', 'intent_solution': 'Informed card is inactive.'}",1758803465,card usage,Card usage refers to the ability to use a card for transactions.,Informed card is inactive.
68d5360a97faae75d3eddaa9,CXJ-005D,HB_20250731150917679349964330VOICEbd454dbc1f7349d1a14e0bb600135c93,"{'main_intent': 'purchase eligibility', 'intent_detail': 'Determining if purchases are eligible under a specific account.', 'intent_solution': 'Transferred to dedicated team.'}",1758803466,purchase eligibility,Determining if purchases are eligible under a specific account.,Transferred to dedicated team.
68d5360b97faae75d3eddaaa,CXJ-005D,HB_20250731150949679349954145VOICE92a2389ad87e476588414c4335333db0,"{'main_intent': 'coverage continuation', 'intent_detail': 'Coverage continuation refers to maintaining specific insurance benefits after retirement or policy change.', 'intent_solution': 'Send form to update coverage.'}",1758803467,coverage continuation,Coverage continuation refers to maintaining specific insurance benefits after retirement or policy change.,Send form to update coverage.
68d5360c97faae75d3eddaab,CXJ-005D,HB_20250731152005679349977211VOICE0990f6c7dc7c4b3f9cde6929f22fe2a6,"{'main_intent': 'claim denial', 'intent_detail': 'Claim denial refers to the rejection of a submitted insurance claim.', 'intent_solution': 'Created ticket for claim review'}",1758803468,claim denial,Claim denial refers to the rejection of a submitted insurance claim.,Created ticket for claim review
